pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,itl,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"ZE1 0YP","ZE1  0YP","ZE1 0YP","199706","","0","447606","1141331","1","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.153697,-1.144339,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0YQ","ZE1  0YQ","ZE1 0YQ","199806","200710","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0YR","ZE1  0YR","ZE1 0YR","199806","199906","1","447759","1141280","8","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0YS","ZE1  0YS","ZE1 0YS","199812","200611","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0YT","ZE1  0YT","ZE1 0YT","199210","199706","1","447888","1141004","8","S00129052","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012397","S02002324","S34002511","S03000037","S99999999","S99999999","5","1B1",60.150729,-1.139337,"S99999999","S99999999","S23000009",3795,"S99999999","S99999999"
"ZE1 0YU","ZE1  0YU","ZE1 0YU","199812","199912","1","447888","1141004","8","S00129052","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012397","S02002324","S34002511","S03000037","S99999999","S99999999","5","1B1",60.150729,-1.139337,"S99999999","S99999999","S23000009",3795,"S99999999","S99999999"
"ZE1 0YW","ZE1  0YW","ZE1 0YW","199210","199912","1","446053","1140912","6","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150113,-1.172402,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 0YX","ZE1  0YX","ZE1 0YX","199512","199606","1","447888","1141004","8","S00129052","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012397","S02002324","S34002511","S03000037","S99999999","S99999999","5","1B1",60.150729,-1.139337,"S99999999","S99999999","S23000009",3795,"S99999999","S99999999"
"ZE1 0ZB","ZE1  0ZB","ZE1 0ZB","199512","199512","1","447759","1141280","8","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0ZD","ZE1  0ZD","ZE1 0ZD","199606","199612","1","447759","1141280","8","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0ZE","ZE1  0ZE","ZE1 0ZE","199606","200903","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0ZF","ZE1  0ZF","ZE1 0ZF","200705","201005","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0ZG","ZE1  0ZG","ZE1 0ZG","199612","199912","1","446053","1140912","6","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150113,-1.172402,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 0ZH","ZE1  0ZH","ZE1 0ZH","200205","200605","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0ZJ","ZE1  0ZJ","ZE1 0ZJ","201407","","0","446766","1140577","1","S00129041","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012394","S02002323","S34002510","S03000037","S99999999","S99999999","5","1C3",60.147034,-1.159646,"S99999999","S99999999","S23000009",2715,"S99999999","S99999999"
"ZE1 0ZQ","ZE1  0ZQ","ZE1 0ZQ","199612","199806","1","446053","1140911","6","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150104,-1.172402,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 9AA","ZE1  9AA","ZE1 9AA","200906","201205","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 9AB","ZE1  9AB","ZE1 9AB","201109","201208","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 9BA","ZE1  9BA","ZE1 9BA","201101","201203","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 9BB","ZE1  9BB","ZE1 9BB","201209","201309","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 9SA","ZE1  9SA","ZE1 9SA","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SB","ZE1  9SB","ZE1 9SB","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SD","ZE1  9SD","ZE1 9SD","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SE","ZE1  9SE","ZE1 9SE","200503","","0","447490","1141413","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154457,-1.146416,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SF","ZE1  9SF","ZE1 9SF","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SG","ZE1  9SG","ZE1 9SG","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SH","ZE1  9SH","ZE1 9SH","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SJ","ZE1  9SJ","ZE1 9SJ","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SL","ZE1  9SL","ZE1 9SL","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SN","ZE1  9SN","ZE1 9SN","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SP","ZE1  9SP","ZE1 9SP","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SQ","ZE1  9SQ","ZE1 9SQ","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SR","ZE1  9SR","ZE1 9SR","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SS","ZE1  9SS","ZE1 9SS","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9ST","ZE1  9ST","ZE1 9ST","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SU","ZE1  9SU","ZE1 9SU","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SW","ZE1  9SW","ZE1 9SW","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SX","ZE1  9SX","ZE1 9SX","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SY","ZE1  9SY","ZE1 9SY","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9SZ","ZE1  9SZ","ZE1 9SZ","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9TA","ZE1  9TA","ZE1 9TA","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9TB","ZE1  9TB","ZE1 9TB","200503","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154437,-1.146229,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 9ZZ","ZE1  9ZZ","ZE1 9ZZ","201603","","1","447759","1141280","5","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9AA","ZE2  9AA","ZE2 9AA","198001","","0","454065","1162174","1","S00129005","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1C1",60.340011,-1.022461,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AB","ZE2  9AB","ZE2 9AB","198001","","0","454264","1162315","1","S00129003","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1B1",60.341250,-1.018818,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AD","ZE2  9AD","ZE2 9AD","198001","","0","454237","1162697","1","S00129006","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.344683,-1.019205,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AE","ZE2  9AE","ZE2 9AE","198001","","0","454372","1163498","1","S00129007","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.351855,-1.016543,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AF","ZE2  9AF","ZE2 9AF","198001","","0","454312","1163262","1","S00129007","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.349757,-1.017701,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AG","ZE2  9AG","ZE2 9AG","198001","","0","454375","1161564","1","S00129004","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.334504,-1.017018,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AH","ZE2  9AH","ZE2 9AH","198001","","0","456079","1162385","1","S00129004","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.341632,-0.985926,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AJ","ZE2  9AJ","ZE2 9AJ","198001","","0","457832","1164164","1","S00129004","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.357356,-0.953665,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AL","ZE2  9AL","ZE2 9AL","198001","","0","455525","1164876","1","S00129125","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1B1",60.364082,-0.995279,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AN","ZE2  9AN","ZE2 9AN","198001","","0","456915","1165793","1","S00129124","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.372109,-0.969820,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AP","ZE2  9AP","ZE2 9AP","198001","","0","455286","1164514","1","S00129125","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1B1",60.360853,-0.999704,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AQ","ZE2  9AQ","ZE2 9AQ","198001","","0","454771","1162355","1","S00129003","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1B1",60.341541,-1.009625,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9AR","ZE2  9AR","ZE2 9AR","199612","","0","468851","1171739","1","S00129094","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002509","S03000037","S99999999","S99999999","8","1A3",60.423648,-0.751412,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AS","ZE2  9AS","ZE2 9AS","200212","","0","468187","1171656","1","S00129094","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002509","S03000037","S99999999","S99999999","8","1A3",60.423000,-0.763490,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AT","ZE2  9AT","ZE2 9AT","198001","","0","468425","1171544","1","S00129094","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002509","S03000037","S99999999","S99999999","8","1A3",60.421954,-0.759207,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AU","ZE2  9AU","ZE2 9AU","198001","","0","452205","1183931","1","S00129009","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002496","S03000037","S99999999","S99999999","8","1C2",60.535586,-1.050482,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9AW","ZE2  9AW","ZE2 9AW","198001","","0","458996","1166301","1","S00129124","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012416","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.376386,-0.931951,"S99999999","S99999999","S23000009",4017,"S99999999","S99999999"
"ZE2 9AX","ZE2  9AX","ZE2 9AX","198001","","0","453374","1186830","1","S00129009","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002496","S03000037","S99999999","S99999999","8","1C2",60.561458,-1.028403,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9AY","ZE2  9AY","ZE2 9AY","198001","","0","452042","1179837","1","S00129127","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002507","S03000037","S99999999","S99999999","8","1B3",60.498839,-1.054510,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9AZ","ZE2  9AZ","ZE2 9AZ","198001","","0","452010","1179468","1","S00129127","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002507","S03000037","S99999999","S99999999","8","1B3",60.495546,-1.055201,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9BA","ZE2  9BA","ZE2 9BA","198001","","0","450470","1180019","1","S00129126","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002507","S03000037","S99999999","S99999999","8","1A1",60.500688,-1.083087,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9BB","ZE2  9BB","ZE2 9BB","201108","","0","453839","1204176","1","S00129013","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002496","S03000037","S99999999","S99999999","8","1A1",60.717091,-1.015172,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9BD","ZE2  9BD","ZE2 9BD","198001","","0","446424","1180079","1","S00129008","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002507","S03000037","S99999999","S99999999","8","1A1",60.501711,-1.156718,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9BE","ZE2  9BE","ZE2 9BE","198001","","0","447954","1178697","1","S00129008","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002507","S03000037","S99999999","S99999999","8","1A1",60.489111,-1.129188,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9BF","ZE2  9BF","ZE2 9BF","201105","","0","451601","1190483","1","S00129011","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002496","S03000037","S99999999","S99999999","8","1A1",60.594482,-1.059783,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
